"License Number","License Type","Name of Program","AddressLine1","AddressLine2","AddressLine3","City","State","Zip","County","Phone","License Status","License Holder","Capacity","Type Of License","Restrictions","Services","Licensing Authority","Initial Effective Date","Current Effective Date","Expiration Date","License Holder Lives Onsite","EmailAddress",
"1110109","Home and Community Based Services","Amicable Healthcare Services LLC","322 W LAKE ST STE 206","","","Minneapolis","MN","55408-5202","Hennepin","(267) 516-1132","Active","Amicable Healthcare Services LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Individual community living support; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","01/01/2023","01/01/2026","12/31/2026","   ","",
"1108116","Home and Community Based Services","Arise Home Healthcare Inc","1 W LAKE ST STE 165 RM 1","","","Minneapolis","MN","55408-4789","Hennepin","(612) 978-0898","Active","Arise Home Healthcare INC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  Intervention Support Services: Crisis respite, in-home or out-of-home  In-Home Support Services: Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","04/20/2021","01/01/2026","12/31/2026","   ","bisharosahal699@gmail.com",
"1115510","Home and Community Based Services","Average home Health LLC","1 W LAKE ST APT 304","","","Minneapolis","MN","55408-3151","Hennepin","(763) 843-2593","Active","Average Home Health LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","06/11/2025","01/01/2026","12/31/2026","   ","",
"1077915","Family Child Care","Avila Rojas Ana M","3117 3rd Ave S","","","Minneapolis","MN","55408     ","Hennepin","(612) 290-2736","Active","Ana M Avila Rojas","14 ","Residential Dwelling","No transporting of children under age eight.    ","Family Child Care","Hennepin County Human Services & Public Health Dept","04/01/2015","04/01/2024","03/31/2026","Yes","",
"1077637","Home and Community Based Services","Bani Care LLC","2607 1ST AVE S","","","Minneapolis","MN","55408-1602","Hennepin","(612) 315-4587","Active","Bani Care LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individualized home supports  Intervention Support Services: Crisis respite, in-home or out-of-home  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Day Services: Prevocational; Day support services  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","04/07/2015","01/01/2026","12/31/2026","   ","",
"1106168","Home and Community Based Services","BATALO HOME Health Care, LLC","8 E 27TH ST","","","Minneapolis","MN","55408-1623","Hennepin","(612) 345-4369","Active","BATALO HOME Health Care, LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  Intervention Support Services: Positive supports  In-Home Support Services: Individualized home supports; Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","02/19/2021","01/01/2026","12/31/2026","   ","",
"1089163","Certified Child Care Center","Blaisdell YMCA","3335 Blaisdell Ave","","","Minneapolis","MN","55408-4429","Hennepin","(612) 230-3600","Pending Reopening as of 10/02/2025","YMCA of the North","0  ","Ages Served: School Age","This program operates on school release days and during the summer.; This program operates on school release days and during the summer.","Services: Day Program","Minnesota Department of Human Services","10/01/2018","01/01/2025","12/31/2025","   ","",
"1112880","Home and Community Based Services","Bloom Health Inc","322 W LAKE ST STE 216","","","Minneapolis","MN","55408-5202","Hennepin","(612) 747-1850","Active","Bloom Health Inc.","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Individualized home supports; Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","01/04/2023","01/01/2026","12/31/2026","   ","",
"1102511","Home and Community Based Services","Bloom Home Health LLC","2614 NICOLLET AVE # 210","","","Minneapolis","MN","55408-1628","Hennepin","(612) 310-0011","Active","Bloom Home Health LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","01/02/2020","01/01/2026","12/31/2026","   ","bloomhomehealth@gmail.com",
"1106184","Home and Community Based Services","Blue Nile Home Health Care","322 W LAKE ST STE 219","","","Minneapolis","MN","55408-5202","Hennepin","(612) 423-3026","Active","Blue Nile Home Health Care LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","10/13/2020","01/01/2025","12/31/2025","   ","blue.nile.hhc@gmail.com",
"1114548","Home and Community Based Services","Camilla Home Health LLC","2838 FREMONT AVE S UNIT 649","","","Minneapolis","MN","55408-4820","Hennepin","(612) 806-8689","Active","Camilla Home Health LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports    ","None","","Minnesota Department of Human Services","02/07/2025","01/01/2026","12/31/2026","   ","",
"1108864","Home and Community Based Services","Care Connect Home Health Agency LLC","322 W LAKE ST STE 224","","","Minneapolis","MN","55408-5203","Hennepin","(612) 806-7028","Active","Care Connect Home Health Agency LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","01/06/2022","01/01/2026","12/31/2026","   ","Chomehealthllc@gmail.com",
"1109977","Home and Community Based Services","Care For People Inc","3040 4TH AVE S STE 207","","","Minneapolis","MN","55408-2409","Hennepin","(612) 203-8499","Active","Care For People Inc","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","11/23/2021","01/01/2026","12/31/2026","   ","careforpeoplellc@gmail.com",
"1114710","Home and Community Based Services","Care Official Homecare Inc","3249 HENNEPIN AVE STE 40","","","Minneapolis","MN","55408-3470","Hennepin","(612) 298-8891","Active","Care Official Homecare Inc","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","08/07/2024","01/01/2026","12/31/2026","   ","",
"1106439","Child Care Center","CareOne Childcare Center","116 E 32nd St Ste 100","","","Minneapolis","MN","55408     ","Hennepin","(612) 584-3340","Active","CareOne Childcare Center,Inc","76 ","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","06/28/2021","01/01/2026","12/31/2026","   ","",
"1082061","Home and Community Based Services","Caring Heart Home Healthcare LLC","3041 ALDRICH AVE S","","","Minneapolis","MN","55408-2802","Hennepin","(612) 584-4163","Active","Darshae Decole Underwood","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  Intervention Support Services: Crisis respite, in-home or out-of-home  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Integrated Community Supports : Integrated Community Supports    ","None","","Minnesota Department of Human Services","06/27/2016","01/01/2025","12/31/2025","   ","",
"1053844","Family Child Care","Carrasco-Thomas Camila","3424 5th Ave S","","","Minneapolis","MN","55408-4529","Hennepin","(612) 223-8399","Active","Camila Carrasco Thomas","14 ","Residential Dwelling","No transporting of children under age eight.    ","Family Child Care","Hennepin County Human Services & Public Health Dept","02/23/2009","02/01/2024","01/31/2026","Yes","",
"1107822","Child Care Center","Clinton Learning Center, Inc.","3012 Clinton Ave Ste 2","","","Minneapolis","MN","55408     ","Hennepin","(612) 532-2967","Active","Clinton Learning Center, Inc.","88 ","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","08/29/2022","01/01/2026","12/31/2026","   ","",
"1093804","Home and Community Based Services","Comfort Care Homes LLC","3430 NICOLLET AVE STE 106","","","Minneapolis","MN","55408-4552","Hennepin","(612) 978-2108","Closed as of 10/15/2025","Comfort Care Homes LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  Intervention Support Services: Positive supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Residential Supports and Services: Foster Care services or supported living services    ","None","","Minnesota Department of Human Services","05/30/2018","01/01/2025","12/31/2025","   ","",
"1111426","Home and Community Based Services","Comprehensive Home Care LLC","711 W LAKE ST STE 604","","","Minneapolis","MN","55408-2995","Hennepin","(612) 207-4138","Active","Comprehensive Homecare LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  Intervention Support Services: Crisis respite, in-home or out-of-home  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Integrated Community Supports : Integrated Community Supports    ","None","","Minnesota Department of Human Services","08/10/2022","01/01/2026","12/31/2026","   ","",
"1094777","Home and Community Based Services","Cornerstone Home Health Care Inc","2917 BRYANT AVE S STE 1","","","Minneapolis","MN","55408-2160","Hennepin","(612) 702-4541","Active","Cornerstone Home Health Care Inc","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  Intervention Support Services: Crisis respite, in-home or out-of-home  In-Home Support Services: Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","07/12/2018","01/01/2026","12/31/2026","   ","",
"1072606","Home and Community Based Services","Cultural Homes","3216 GARFIELD AVE","","","Minneapolis","MN","55408-3630","Hennepin","(612) 886-1692","Active","Cultural Home Inc","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individualized home supports  Intervention Support Services: Positive supports; Crisis respite, in-home or out-of-home  In-Home Support Services: Semi-independent living skills ; Individualized home supports with training; Individualized home supports with family training  Residential Supports and Services: Foster Care services or supported living services; Community residential services; Family residential services  Day Services: Prevocational  Employment Services: Employment development services; Employment exploration services; Employment support services    Certification: Adult Mental Health Certification - Community Residential Setting - Site Specific  ","None","Satellite License Number: 1072609 (Home and Community Based Services - Community Residential Setting), Cultural Homes Inc; Satellite License Number: 1072607 (Home and Community Based Services - Community Residential Setting), Cultural Homes Inc; Satellite License Number: 1072608 (Home and Community Based Services - Community Residential Setting), Cultural Homes Inc; ","Minnesota Department of Human Services","01/01/2014","01/01/2025","12/31/2025","   ","",
"1072608","Home and Community Based Services - Community Residential Setting","Cultural Homes Inc","3216 Garfield S","","","Minneapolis","MN","55408-0000","Hennepin","(612) 730-1096","Active","Cultural Home Inc","4  ","This community residential setting license is a satellite operating under 245D-HCBS Program License Number 1072606; and providing Community Residential Setting: Foster Care services or supported living services  ","None","","Hennepin County Human Services & Public Health Dept","07/01/2014","09/01/2025","08/31/2027","No ","",
"1072609","Home and Community Based Services - Community Residential Setting","Cultural Homes Inc","3116 Clinton S","Attn Behi Karim","","Minneapolis","MN","55408-0000","Hennepin","(612) 730-1096","Active","Cultural Home Inc","4  ","This community residential setting license is a satellite operating under 245D-HCBS Program License Number 1072606; and providing Community Residential Setting: Foster Care services or supported living services  * Certification: Adult Mental Health Certification - Site/Service Specific  ","None","","Hennepin County Human Services & Public Health Dept","07/01/2014","10/01/2024","09/30/2026","No ","",
"1071567","Home and Community Based Services","Family Quality Care Inc","2612 1ST AVE S","","","Minneapolis","MN","55408-1601","Hennepin","(612) 353-5785","Active","Family Quality Care, Inc","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Individual community living support; Individualized home supports  Intervention Support Services: Crisis respite, in-home or out-of-home  In-Home Support Services: Semi-independent living skills ; Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","01/01/2014","01/01/2026","12/31/2026","   ","Office@familyqualitycareinc.com",
"1109514","Substance Use Disorder Treatment","Fellowship Recovery","1516 W LAKE ST","STES 100 102 201 205 214 216 220 222 320 350","","Minneapolis","MN","55408-2554","Hennepin","(517) 230-4742","Active","Fellowship Recovery","   "," Non-Residential Treatment - ages 18 through 80; Gender: Either; Satellite Location(s): Fellowship Recovery 3381 GORHAM AVE St Louis Park, MN  55426 ","None","Specializing in: the Treatment of Persons with a Substance Use and Mental Health Disorder; Approved Rate Enhancements: Co-occurring Disorders; ","Minnesota Department of Human Services","12/10/2021","01/01/2026","12/31/2026","   ","",
"1113983","Home and Community Based Services","For A Better Future LLC","711 W LAKE ST STE 413","","","Minneapolis","MN","55408-2954","Hennepin","(612) 472-2540","Active","For A Better Future LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","09/26/2023","01/01/2026","12/31/2026","   ","",
"1078045","Adult Day Care Services","Gedi Adult Day Care Corporation","312 W LAKE ST STE 202","","","Minneapolis","MN","55408-4898","Hennepin","(612) 345-7670","Active","Gedi Adult Day Care Corporation","65 ","Age: 18 and older","None","Adult Day Care Services","Minnesota Department of Human Services","02/24/2016","01/01/2026","12/31/2026","   ","gediadultdaycare@gmail.com",
"1083257","Home and Community Based Services","Giir Home LLC","2929 4TH AVE S STE 206","","","Minneapolis","MN","55408-2465","Hennepin","(952) 220-9158","Active","Giir Home LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  Intervention Support Services: Positive supports; Specialist services; Crisis respite, in-home or out-of-home  In-Home Support Services: Semi-independent living skills ; Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","11/20/2016","01/01/2026","12/31/2026","   ","",
"1103291","Home and Community Based Services","Global Health Link Inc","3040 LYNDALE AVE S","","","Minneapolis","MN","55408-2934","Hennepin","(612) 333-0307","Active","Global Health Link Inc.","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  Intervention Support Services: Positive supports; Specialist services  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services  Integrated Community Supports : Integrated Community Supports    ","None","","Minnesota Department of Human Services","01/16/2020","01/16/2025","12/31/2025","   ","",
"1123160","Substance Use Disorder Treatment","Golden Health LLC","1516 W LAKE ST STE 112","","","Minneapolis","MN","55408-2554","Hennepin","(612) 471-8697","Active","Golden Health LLC","   "," Non-Residential Treatment - ages 18 and older; Gender: Either; Satellite Location(s):","None","Specializing in: the Treatment of Persons with a Substance Use and Mental Health Disorder; Approved Rate Enhancements: ","Minnesota Department of Human Services","02/24/2025","01/01/2026","12/31/2026","   ","",
"1115039","Home and Community Based Services","Goldenview Housing Services LLC","207 E LAKE ST STE 203","","","Minneapolis","MN","55408-2475","Hennepin","(206) 453-8543","Active","Goldenview Housing Services LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support  In-Home Support Services: Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","06/13/2025","01/01/2026","12/31/2026","   ","",
"800916","Child Care Center","Grace Neighborhood Nursery School","3400 DuPont Ave S Ste 2","","","Minneapolis","MN","55408     ","Hennepin","(612) 872-8131","Active","Grace Neighborhood Nursery School","66 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","09/01/1961","01/01/2026","12/31/2026","   ","",
"1114562","Home and Community Based Services","Greenway Community Care LLC","1431 W 32ND ST STE 2","","","Minneapolis","MN","55408-3407","Hennepin","(612) 886-5219","Active","Greenway Community Care LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","01/01/2025","01/01/2026","12/31/2026","   ","greenwayccllc@gmail.com",
"1110466","Home and Community Based Services","Holding Care Company","711 W LAKE ST STE 411","","","Minneapolis","MN","55408-2954","Hennepin","(612) 203-7938","Active","Holding Care Company","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","06/17/2022","01/01/2026","12/31/2026","   ","",
"1115348","Home and Community Based Services","Hub Health Services LLC","2819 HENNEPIN AVE # 2A","","","Minneapolis","MN","55408-1907","Hennepin","(612) 450-5046","Active","Hub Health Services LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","06/06/2025","01/01/2026","12/31/2026","   ","",
"1079867","Child Care Center","Intown Childcare Center LLC","1 W Lake St Ste 145","","","Minneapolis","MN","55408-3154","Hennepin","(612) 532-4086","Active","Intown Childcare Center, LLC","76 ","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","06/23/2016","01/01/2026","12/31/2026","   ","",
"1110552","Home and Community Based Services","IRMAN CARE","711 W LAKE ST STE 608","","","Minneapolis","MN","55408-2995","Hennepin","(612) 703-2053","Active","IRMAN CARE","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Individualized home supports with training; Individualized home supports with family training  Integrated Community Supports : Integrated Community Supports    ","None","","Minnesota Department of Human Services","04/01/2022","01/01/2026","12/31/2026","   ","",
"2001702","Child Care Center","Khayr Child Care LLC","200 W Lake St Ste 455","Suite 455","","Minneapolis","MN","55408     ","Hennepin","(612) 644-1960","Active","Khayr Child Care LLC","57 ","Ages Served: Infants Toddlers Preschool School-Age","Per the building inspector, the program must follow the occupancy guidelines submitted and approved by the architect on April 2, 2025. This includes adhering to the maximum room capacities and intended use of each space.","Services: Day Program","Minnesota Department of Human Services","07/11/2025","01/01/2026","12/31/2026","   ","",
"1106581","Home and Community Based Services","Lake Land LLC","322 W LAKE ST STE 218","","","Minneapolis","MN","55408-5202","Hennepin","(612) 816-9093","Active","Lake Land LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment support services    ","None","","Minnesota Department of Human Services","10/14/2020","01/01/2025","12/31/2025","   ","",
"1111979","Home and Community Based Services","Lake Nokomis Home Healthcare","1330 LAGOON AVE # 438","","","Minneapolis","MN","55408-2885","Hennepin","(612) 205-9210","Active","Lake Nokomis Home Healthcare","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","09/14/2022","01/01/2026","12/31/2026","   ","Lake.nokomis.hhci@gmail.com",
"2001625","Child Care Center","Lido Childcare Center LLC","200 W Lake St Ste 406","Suite 406","","Minneapolis","MN","55408     ","Hennepin","(612) 545-7256","Active","Lido Childcare Center LLC","49 ","Ages Served: Infant;Toddler;Preschool;School Age","None","Services: Day Program","Minnesota Department of Human Services","09/09/2025","01/01/2026","12/31/2026","   ","",
"2000072","Child Care Center","Little Keepers Childcare Center, LLC","312 W Lake St","Ste","","Minneapolis","MN","55408     ","Hennepin","(619) 677-8386","Active","Little Keepers Childcare Center, LLC","41 ","Ages Served: Infant;Toddler;Preschool;School Age","None","Services: Day Program","Minnesota Department of Human Services","11/11/2024","01/01/2026","12/31/2026","   ","",
"1108002","Home and Community Based Services","Live Well MN LLC","2718 PLEASANT AVE","","","Minneapolis","MN","55408-1457","Hennepin","(612) 800-4088","Active","Live Well MN L.L.C","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","02/25/2021","01/01/2026","12/31/2026","   ","",
"1096262","Home and Community Based Services","Madina Home HealthCare LLC","1431 W 32ND ST STE 1","","","Minneapolis","MN","55408-3407","Hennepin","(612) 729-2277","Active","Madina Home Health Care, LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","01/01/2019","01/01/2026","12/31/2026","   ","alihuss.info1@gmail.com",
