"License Number","License Type","Name of Program","AddressLine1","AddressLine2","AddressLine3","City","State","Zip","County","Phone","License Status","License Holder","Capacity","Type Of License","Restrictions","Services","Licensing Authority","Initial Effective Date","Current Effective Date","Expiration Date","License Holder Lives Onsite","EmailAddress",
"1093509","Home and Community Based Services","Bethel Home Care Services","5901 BROOKLYN BLVD STE 107","","","Minneapolis","MN","55429-2532","Hennepin","(763) 746-8566","Active","Joseph Boakye-Danquah","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","04/17/2018","01/01/2026","12/31/2026","   ","bethelmanagementgroup@gmail.com",
"1102496","Home and Community Based Services","Bridgeway Home Healthcare Services","3300 COUNTY ROAD 10 STE 120D","","","Brooklyn Center","MN","55429-3064","Hennepin","(612) 216-4666","Active","Bridgeway Home Healthcare Serv","   ","Basic Support Services: Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","01/01/2020","01/01/2026","12/31/2026","   ","Support@bridgewayhomehealthcare.com",
"1121505","Child Care Center","Bright Future Child Care Center","5139 Brooklyn Blvd","","","Brooklyn Center","MN","55429-3404","Hennepin","(612) 486-2812","Active","Bright Future Child Care Center LLC","24 ","Ages Served: Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","10/28/2024","01/01/2026","12/31/2026","   ","",
"1120227","Child Foster Residence Setting","BrightPath LLC","6949 BRUNSWICK AVE N","","","Brooklyn Park","MN","55429-1070","Hennepin","(651) 462-3280","Active","BrightPath LLC","3  ","","None","","Hennepin County Human Services & Public Health Dept","08/25/2023","09/25/2024","07/31/2026","   ","Rick.Joslin@brightpath-mn.com",
"1123816","Home and Community Based Services - Community Residential Setting","Butterfly Bound Care","6212 CHOWEN AVE N","","","Brooklyn Center","MN","55429-2663","Hennepin","(612) 842-7599","Active","Doreen Nmn Kalema","3  ","This community residential setting license is a satellite operating under 245D-HCBS Program License Number 1082979; and providing Community Residential Setting: Foster Care services or supported living services  ","None","","Hennepin County Human Services & Public Health Dept","10/01/2024","10/01/2025","09/30/2027","No ","",
"1082979","Home and Community Based Services","Butterfly Bound Care","6207 CHOWEN AVE N","","","Minneapolis","MN","55429-2664","Hennepin","(763) 670-3715","Active","Doreen Nmn Kalema","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports with training; Individualized home supports with family training  Residential Supports and Services: Foster Care services or supported living services; Community residential services    ","None","Satellite License Number: 1123816 (Home and Community Based Services - Community Residential Setting), Butterfly Bound Care; ","Minnesota Department of Human Services","08/31/2016","01/01/2026","12/31/2026","   ","",
"1109405","Home and Community Based Services","Collective Care Services LLC","3300 COUNTY ROAD 10 STE 306","","","Brooklyn Center","MN","55429-3066","Hennepin","(612) 876-0824","Active","Collective Care Services LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","08/09/2021","01/01/2026","12/31/2026","   ","info@collectivecareservices.com",
"1067672","Home and Community Based Services - Community Residential Setting","Companion Housing Programs, Inc. Drew","5200 Drew Ave North","","","Brooklyn Center","MN","55429-0000","Hennepin","(763) 537-6539","Active","Companion Housing Program Inc","3  ","This community residential setting license is a satellite operating under 245D-HCBS Program License Number 1067662; and providing Community Residential Setting: Foster Care services or supported living services  ","None","","Hennepin County Human Services & Public Health Dept","07/01/2014","11/01/2025","10/31/2027","No ","",
"1067670","Home and Community Based Services - Community Residential Setting","Companion Housing Programs-Mumford","3019 Mumford Ave"," "," ","Brooklyn Center","MN","55429-0000","Hennepin","(763) 561-9634","Active","Companion Housing Program Inc","3  ","This community residential setting license is a satellite operating under 245D-HCBS Program License Number 1067662; and providing Community Residential Setting: Foster Care services or supported living services  ","None","","Hennepin County Human Services & Public Health Dept","07/01/2014","11/01/2025","10/31/2027","No ","",
"1110642","Home and Community Based Services","Compassionate Healthcare LLC","3300 COUNTY ROAD 10 STE 518D","","","Brooklyn Center","MN","55429-3068","Hennepin","(612) 391-3454","Active","Compassionate Healthcare LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports    ","None","","Minnesota Department of Human Services","07/25/2022","01/01/2026","12/31/2026","   ","",
"1121694","Home and Community Based Services","Daniel Care Homes LLC","6809 PERRY AVE N","","","Brooklyn Center","MN","55429-1611","Hennepin","(763) 321-9729","Active","Daniel Care Homes LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Individualized home supports with training; Individualized home supports with family training  Residential Supports and Services: Foster Care services or supported living services; Community residential services    ","None","Satellite License Number: 1125738 (Home and Community Based Services - Community Residential Setting), Daniel Care Homes LLC; ","Minnesota Department of Human Services","07/08/2024","01/01/2026","12/31/2026","   ","",
"1125738","Home and Community Based Services - Community Residential Setting","Daniel Care Homes LLC","6809 PERRY AVE N","","","Brooklyn Center","MN","55429-1611","Hennepin","(763) 273-4234","Active","Daniel Care Homes LLC","4  ","This community residential setting license is a satellite operating under 245D-HCBS Program License Number 1121694; and providing Community Residential Setting: Foster Care services or supported living services  ","None","","Hennepin County Human Services & Public Health Dept","11/01/2024","11/01/2025","10/31/2027","No ","",
"1109824","Home and Community Based Services","DeeNde LLC","3300 COUNTY ROAD 10 STE 304K","","","Brooklyn Center","MN","55429-3066","Hennepin","(763) 313-4244","Active","DeeNde LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training    ","None","","Minnesota Department of Human Services","09/28/2021","01/01/2026","12/31/2026","   ","Intake@deendellc.com",
"1080290","Home and Community Based Services","Desnol Healthcare Services","5901 BROOKLYN BLVD STE 109","","","Brooklyn Center","MN","55429-2532","Hennepin","(763) 210-8684","Active","Desnol Healthcare Services","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individualized home supports  Intervention Support Services: Specialist services; Crisis respite, in-home or out-of-home  In-Home Support Services: Semi-independent living skills ; Individualized home supports with training; Individualized home supports with family training  Residential Supports and Services: Foster Care services or supported living services; Community residential services  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","Satellite License Number: 1116902 (Home and Community Based Services - Community Residential Setting), Desnol Healthcare Services; Satellite License Number: 1122582 (Home and Community Based Services - Community Residential Setting), Desnol Healthcare Services; ","Minnesota Department of Human Services","01/27/2016","01/01/2026","12/31/2026","   ","",
"1122582","Home and Community Based Services - Community Residential Setting","Desnol Healthcare Services","3306 62ND AVE N","","","Brooklyn Center","MN","55429-2619","Hennepin","(763) 210-8684","Active","Desnol Healthcare Services","4  ","This community residential setting license is a satellite operating under 245D-HCBS Program License Number 1080290; and providing Community Residential Setting: Foster Care services or supported living services  ","None","","Hennepin County Human Services & Public Health Dept","01/02/2024","01/01/2025","12/31/2026","No ","",
"1082433","Home and Community Based Services","Divine Healing Home Care LLC","7240 BROOKLYN BLVD STE 230B","","","Brooklyn Center","MN","55429-1274","Hennepin","(763) 566-1378","Active","Divine Healing Home Care LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individualized home supports  Intervention Support Services: Specialist services; Crisis respite, in-home or out-of-home  In-Home Support Services: Individualized home supports with training; Individualized home supports with family training  Residential Supports and Services: Foster Care services or supported living services; Community residential services  Integrated Community Supports : Integrated Community Supports    ","None","","Minnesota Department of Human Services","08/18/2016","01/01/2026","12/31/2026","   ","",
"1124613","Home and Community Based Services - Community Residential Setting","Dominion Healthcare Services LLC","6918 GRIMES AVE N","","","Brooklyn Center","MN","55429-1450","Hennepin","(612) 812-4744","Active","DOMINION HEALTHCARE SERVICES LLC","2  ","This community residential setting license is a satellite operating under 245D-HCBS Program License Number 1116058; and providing Community Residential Setting: Foster Care services or supported living services  ","None","","Hennepin County Human Services & Public Health Dept","10/01/2024","10/01/2025","09/30/2027","No ","",
"1102463","Home and Community Based Services - Community Residential Setting","Dungarvin 58th #17","4717 58TH AVE N","","","Crystal","MN","55429-2847","Hennepin","(763) 533-2483","Active","Dungarvin Minnesota LLC","3  ","This community residential setting license is a satellite operating under 245D-HCBS Program License Number 1070806; and providing Community Residential Setting: Foster Care services or supported living services  Other: Remote overnight supervision","None","","Hennepin County Human Services & Public Health Dept","11/12/2019","11/01/2024","10/31/2026","No ","",
"1102464","Home and Community Based Services - Community Residential Setting","Dungarvin 58th #9","4709 58TH AVE N","","","Crystal","MN","55429-2847","Hennepin","(763) 504-9454","Active","Dungarvin Minnesota LLC","3  ","This community residential setting license is a satellite operating under 245D-HCBS Program License Number 1070806; and providing Community Residential Setting: Foster Care services or supported living services  Other: Remote overnight supervision","None","","Hennepin County Human Services & Public Health Dept","11/12/2019","11/01/2024","10/31/2026","No ","",
"1102462","Home and Community Based Services - Community Residential Setting","Dungarvin Eleanor","5101 ELEANOR LN","","","Brooklyn Center","MN","55429-2018","Hennepin","(763) 537-3196","Active","Dungarvin Minnesota LLC","2  ","This community residential setting license is a satellite operating under 245D-HCBS Program License Number 1070806; and providing Community Residential Setting: Foster Care services or supported living services  ","None","","Hennepin County Human Services & Public Health Dept","11/12/2019","01/23/2025","10/31/2026","No ","",
"1070847","Home and Community Based Services - Community Residential Setting","Dungarvin France","3819 France Place","","","Brooklyn Center","MN","55429-4110","Hennepin","(651) 699-6050","Active","Dungarvin Minnesota LLC","4  ","This community residential setting license is a satellite operating under 245D-HCBS Program License Number 1070806; and providing Community Residential Setting: Foster Care services or supported living services  ","None","","Hennepin County Human Services & Public Health Dept","07/01/2014","11/01/2024","10/31/2026","No ","",
"1070852","Home and Community Based Services - Community Residential Setting","Dungarvin Unity","5558 Unity Ave North","","","Crystal","MN","55429-3268","Hennepin","(763) 971-7993","Active","Dungarvin Minnesota LLC","4  ","This community residential setting license is a satellite operating under 245D-HCBS Program License Number 1070806; and providing Community Residential Setting: Foster Care services or supported living services  Other: Remote overnight supervision","None","","Hennepin County Human Services & Public Health Dept","07/01/2014","07/01/2024","06/30/2026","No ","",
"1116841","Home and Community Based Services - Community Residential Setting","Elizjoseph Healthcare LLC","4225 66TH AVE N","","","Brooklyn Center","MN","55429-1701","Hennepin","(612) 886-9404","Active","Elizjoseph Healthcare LLC","4  ","This community residential setting license is a satellite operating under 245D-HCBS Program License Number 1080773; and providing Community Residential Setting: Foster Care services or supported living services  ","None","","Hennepin County Human Services & Public Health Dept","12/06/2022","12/01/2025","11/30/2027","No ","",
"1099481","Home and Community Based Services","Engage Community Services","7269 ZANE CT N","","","Minneapolis","MN","55429-1062","Hennepin","(612) 352-7476","Closed as of 09/24/2025","Engage communityServices","   ","Basic Support Services: Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  Intervention Support Services: Crisis respite, in-home or out-of-home  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","05/14/2019","01/01/2025","12/31/2025","   ","",
"1114935","Home and Community Based Services","Everlead Home Health Care","6430 INDIANA AVE N","","","Brooklyn Center","MN","55429-2123","Hennepin","(612) 735-4776","Active","Everlead Home Health Care, LLC","   ","Basic Support Services: Adult companion services; Respite care, in home or out-of-home  Residential Supports and Services: Foster Care services or supported living services; Community residential services    ","None","Satellite License Number: 1124189 (Home and Community Based Services - Community Residential Setting), Everlead Home Health Care; Satellite License Number: 1126932 (Home and Community Based Services - Community Residential Setting), Everlead Home Health Care; ","Minnesota Department of Human Services","03/18/2024","01/01/2026","12/31/2026","   ","",
"1124189","Home and Community Based Services - Community Residential Setting","Everlead Home Health Care","6430 INDIANA AVE N","","","Brooklyn Center","MN","55429-2123","Hennepin","(612) 735-4781","Active","Everlead Home Health Care, LLC","4  ","This community residential setting license is a satellite operating under 245D-HCBS Program License Number 1114935; and providing Community Residential Setting: Foster Care services or supported living services  ","None","","Hennepin County Human Services & Public Health Dept","07/01/2024","07/01/2025","06/30/2027","No ","",
"1089329","Certified Child Care Center","Excell Academy for Higher Learning","5800 65th Ave N # 107","","","Brooklyn Park","MN","55429-2095","Hennepin","(763) 533-0500","Active","Excell Academy for Higher Learning","0  ","Ages Served: Preschool;School Age","None","Services: Day Program","Minnesota Department of Human Services","10/03/2018","01/01/2025","12/31/2025","   ","",
"1080530","Family Child Care","Excell Academy for Higher Learning","5800 65TH AVE N","","","Brooklyn Park","MN","55429-2095","Hennepin","(763) 533-0500","Active","Excell Academy for Higher Learning","14 ","Employer-based Care","No transporting of children under age eight.    This license supersedes the previously issued license that was set to expire in 2025.","Family Child Care","Hennepin County Human Services & Public Health Dept","03/01/2016","01/01/2026","12/31/2026","No ","dsnead@excellacademy.org",
"1102539","Home and Community Based Services","FocusCare Inc","3260 COUNTY ROAD 10 STE C","","","Brooklyn Center","MN","55429-3077","Hennepin","(612) 388-0751","Active","FocusCare, Inc.","   ","Basic Support Services: Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Semi-independent living skills ; Individualized home supports; Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","01/01/2020","01/01/2026","12/31/2026","   ","FOCUSCARE411@GMAIL.COM",
"1072625","Home and Community Based Services","Goodness & Mercy","6319 SCOTT AVE N","","","Brooklyn Center","MN","55429-2032","Hennepin","(651) 631-2535","Active","Goodness and Mercy Health Services Inc","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individualized home supports  Intervention Support Services: Positive supports; Specialist services; Crisis respite, in-home or out-of-home  In-Home Support Services: Semi-independent living skills ; Individualized home supports with training; Individualized home supports with family training  Residential Supports and Services: Foster Care services or supported living services; Community residential services; Family residential services  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","Satellite License Number: 1072627 (Home and Community Based Services - Community Residential Setting), Goodness and Mercy Health Services Inc Victory; Satellite License Number: 1072626 (Home and Community Based Services - Community Residential Setting), Goodness & Mercy Health Services 63rd Ave; ","Minnesota Department of Human Services","01/01/2014","01/01/2026","12/31/2026","   ","",
"1072626","Home and Community Based Services - Community Residential Setting","Goodness & Mercy Health Services 63rd Ave","3200 63rd Ave N","","","Brooklyn Center","MN","55429-2206","Hennepin","(763) 568-7379","Active","Goodness and Mercy Health Services Inc","4  ","This community residential setting license is a satellite operating under 245D-HCBS Program License Number 1072625; and providing Community Residential Setting: Respite care services, out-of-home; Crisis respite, out-of-home; Foster Care services or supported living services  ","None","","Hennepin County Human Services & Public Health Dept","07/01/2014","10/01/2025","09/30/2027","No ","",
"1072627","Home and Community Based Services - Community Residential Setting","Goodness and Mercy Health Services Inc Victory","3808 61ST AVE N","","","Brooklyn Center","MN","55429-2402","Hennepin","(763) 568-7379","Active","Goodness and Mercy Health Services Inc","4  ","This community residential setting license is a satellite operating under 245D-HCBS Program License Number 1072625; and providing Community Residential Setting: Respite care services, out-of-home; Crisis respite, out-of-home; Foster Care services or supported living services  ","None","","Hennepin County Human Services & Public Health Dept","12/01/2017","05/01/2025","04/30/2027","No ","",
"1118004","Home and Community Based Services","Grace Hand Group Home LLC","3220 COUNTY ROAD 10 STE 100","","","Brooklyn Center","MN","55429-3073","Hennepin","(612) 203-7301","Active","Grace Hand Group Home LLC","   ","Basic Support Services: 24-hour emergency assistance; Adult companion services; Homemaker; Night supervision; Respite care, in home or out-of-home; Individual community living support; Individualized home supports  In-Home Support Services: Individualized home supports with training; Individualized home supports with family training  Employment Services: Employment development services; Employment exploration services; Employment support services    ","None","","Minnesota Department of Human Services","06/18/2024","01/01/2026","12/31/2026","   ","",
